customer_id,loan_id,loan_type,loan_amount,interest_rate,loan_term,employment_type,income_level,credit_score,gender,marital_status,education_level,application_date,approval_date,disbursement_date,due_date,default_status
CUST-00002391,LN00004551,Education Loan,10692,0.06151215,33,Part-time,High,428,Female,Single,Master,27-06-2020,10-07-2020,22-07-2020,04-11-2020,FALSE
CUST-00001756,LN00004823,Home Loan,46758,0.088284499,40,Self-employed,Low,555,Female,Divorced,Bachelor,14-11-2021,01-12-2021,11-12-2021,27-03-2022,FALSE
CUST-00003085,LN00000887,Car Loan,73409,0.089384464,30,Self-employed,Medium,530,Female,Married,PhD,14-09-2021,05-10-2021,11-10-2021,02-12-2021,FALSE
CUST-00001880,LN00003054,Car Loan,72211,0.069548423,30,Full-time,Medium,796,Male,Married,High School,23-12-2022,31-12-2022,31-12-2022,09-04-2023,TRUE
CUST-00002810,LN00002803,Home Loan,66697,0.088730399,17,Part-time,Low,436,Female,Married,Master,29-08-2018,07-09-2018,20-09-2018,21-02-2019,TRUE
CUST-00000848,LN00002198,Personal Loan,38065,0.083906634,56,Self-employed,Low,754,Female,Single,Bachelor,27-06-2022,15-07-2022,29-07-2022,24-10-2022,FALSE
CUST-00002972,LN00004011,Personal Loan,93093,0.071917372,30,Self-employed,High,654,Male,Married,Master,19-03-2020,22-03-2020,02-04-2020,16-09-2020,FALSE
CUST-00004062,LN00000636,Education Loan,33606,0.06487168,24,Part-time,Low,784,Female,Divorced,PhD,27-02-2022,19-03-2022,27-03-2022,02-07-2022,FALSE
CUST-00001196,LN00003015,Education Loan,12534,0.050560615,37,Full-time,Low,445,Female,Divorced,Master,14-06-2020,07-07-2020,10-07-2020,17-10-2020,FALSE
CUST-00001513,LN00003886,Personal Loan,95663,0.085244751,33,Self-employed,Medium,332,Female,Single,PhD,04-10-2020,16-10-2020,27-10-2020,15-02-2021,FALSE
CUST-00003903,LN00002083,Education Loan,41397,0.056527958,32,Part-time,High,559,Male,Divorced,High School,20-12-2020,29-12-2020,31-12-2020,06-02-2021,FALSE
CUST-00003321,LN00000175,Home Loan,92387,0.081430163,47,Self-employed,High,386,Male,Married,Master,21-12-2020,02-01-2021,05-01-2021,28-05-2021,FALSE
CUST-00002458,LN00001057,Car Loan,2016,0.076048277,13,Self-employed,Low,564,Female,Married,Bachelor,28-10-2022,18-11-2022,18-11-2022,14-01-2023,FALSE
CUST-00003463,LN00001749,Home Loan,90789,0.090187142,58,Self-employed,High,841,Male,Divorced,Master,06-02-2020,17-02-2020,22-02-2020,28-05-2020,FALSE
CUST-00003451,LN00002763,Car Loan,56591,0.075469318,55,Full-time,Medium,691,Female,Single,Master,24-11-2022,17-12-2022,23-12-2022,15-05-2023,FALSE
CUST-00000227,LN00003469,Car Loan,90812,0.075058283,41,Part-time,Medium,531,Female,Married,PhD,15-01-2022,17-01-2022,23-01-2022,12-05-2022,FALSE
CUST-00001808,LN00002302,Education Loan,24247,0.090978061,38,Self-employed,Medium,746,Male,Married,PhD,24-07-2021,11-08-2021,15-08-2021,05-02-2022,FALSE
CUST-00004309,LN00000568,Education Loan,25300,0.08502587,18,Self-employed,Low,428,Female,Single,Bachelor,28-03-2021,05-04-2021,18-04-2021,28-09-2021,FALSE
CUST-00000419,LN00004419,Car Loan,75065,0.084742339,31,Self-employed,Low,570,Male,Married,High School,16-06-2021,28-06-2021,07-07-2021,19-08-2021,FALSE
CUST-00001876,LN00001784,Education Loan,83798,0.087039014,42,Full-time,Medium,388,Male,Divorced,High School,12-02-2018,05-03-2018,16-03-2018,06-08-2018,TRUE
CUST-00003156,LN00002144,Home Loan,10268,0.056966418,34,Self-employed,Medium,765,Male,Divorced,PhD,24-05-2020,31-05-2020,09-06-2020,23-10-2020,FALSE
CUST-00000919,LN00004439,Personal Loan,87807,0.09135183,24,Part-time,High,469,Female,Single,Bachelor,17-02-2019,20-02-2019,24-02-2019,09-06-2019,FALSE
CUST-00004873,LN00002241,Education Loan,13185,0.089187032,28,Full-time,High,427,Female,Single,Master,02-01-2022,22-01-2022,27-01-2022,19-05-2022,FALSE
CUST-00004055,LN00002559,Education Loan,64704,0.064749753,15,Part-time,High,473,Female,Divorced,Bachelor,30-08-2021,26-09-2021,05-10-2021,27-01-2022,FALSE
CUST-00003819,LN00001475,Education Loan,87779,0.076338793,25,Self-employed,High,325,Female,Single,Bachelor,21-03-2021,29-03-2021,09-04-2021,06-06-2021,FALSE
CUST-00004272,LN00004103,Personal Loan,40099,0.079410391,31,Self-employed,Medium,810,Male,Divorced,Bachelor,08-01-2021,14-01-2021,21-01-2021,09-04-2021,FALSE
CUST-00002632,LN00000330,Home Loan,9571,0.077982548,24,Full-time,High,787,Female,Single,High School,06-03-2021,04-04-2021,12-04-2021,13-05-2021,FALSE
CUST-00003675,LN00004179,Car Loan,39044,0.085007899,14,Self-employed,Medium,705,Female,Divorced,Master,15-10-2022,04-11-2022,17-11-2022,15-03-2023,FALSE
CUST-00001346,LN00002674,Home Loan,52214,0.101470502,37,Part-time,Medium,325,Male,Married,Bachelor,13-01-2022,04-02-2022,09-02-2022,19-05-2022,TRUE
CUST-00004631,LN00004623,Education Loan,62228,0.096226501,37,Part-time,Low,382,Male,Married,High School,10-11-2021,20-11-2021,22-11-2021,05-02-2022,FALSE
CUST-00001830,LN00000890,Personal Loan,49984,0.060316712,29,Part-time,High,663,Female,Divorced,High School,28-08-2022,21-09-2022,26-09-2022,27-12-2022,FALSE
CUST-00001664,LN00000762,Home Loan,41774,0.08933105,43,Self-employed,Medium,666,Male,Married,PhD,18-01-2019,16-02-2019,02-03-2019,28-07-2019,TRUE
CUST-00004420,LN00001024,Education Loan,3568,0.099934,25,Self-employed,Low,359,Female,Divorced,Master,14-06-2018,28-06-2018,01-07-2018,23-10-2018,FALSE
CUST-00000085,LN00001681,Education Loan,63592,0.085802128,58,Full-time,Low,591,Female,Single,Bachelor,10-12-2019,22-12-2019,25-12-2019,20-06-2020,FALSE
CUST-00003813,LN00003257,Car Loan,68563,0.096364706,14,Full-time,Medium,490,Male,Married,Master,29-10-2018,31-10-2018,10-11-2018,05-01-2019,FALSE
CUST-00000887,LN00001062,Personal Loan,3695,0.110184057,12,Part-time,Medium,760,Male,Married,PhD,13-02-2020,15-02-2020,25-02-2020,17-04-2020,FALSE
CUST-00003340,LN00000904,Car Loan,49190,0.095355643,37,Part-time,High,532,Female,Married,PhD,07-12-2020,26-12-2020,01-01-2021,10-05-2021,FALSE
CUST-00004208,LN00000134,Home Loan,6258,0.083739629,35,Full-time,High,773,Female,Divorced,Bachelor,24-02-2021,06-03-2021,11-03-2021,18-05-2021,FALSE
CUST-00002676,LN00001126,Car Loan,88538,0.095676327,46,Full-time,Medium,704,Female,Married,High School,03-01-2019,28-01-2019,04-02-2019,02-05-2019,FALSE
CUST-00002798,LN00001965,Home Loan,40504,0.082173317,25,Part-time,Medium,570,Female,Single,PhD,10-10-2019,01-11-2019,11-11-2019,24-01-2020,FALSE
CUST-00004148,LN00002040,Education Loan,34159,0.080358546,14,Full-time,Low,433,Female,Married,High School,21-11-2020,11-12-2020,18-12-2020,07-06-2021,FALSE
CUST-00002132,LN00004189,Personal Loan,14986,0.074728786,24,Self-employed,Low,470,Male,Single,PhD,22-05-2019,26-05-2019,28-05-2019,23-11-2019,FALSE
CUST-00003695,LN00002850,Personal Loan,62858,0.1034512,58,Self-employed,Low,714,Female,Married,Master,05-09-2019,24-09-2019,04-10-2019,19-11-2019,FALSE
CUST-00002760,LN00003212,Education Loan,13666,0.06772357,25,Full-time,Low,327,Male,Married,Bachelor,18-03-2018,10-04-2018,13-04-2018,19-06-2018,FALSE
CUST-00002779,LN00003367,Personal Loan,39660,0.102985516,32,Full-time,Low,435,Male,Single,PhD,08-12-2019,26-12-2019,27-12-2019,24-04-2020,FALSE
CUST-00000741,LN00002912,Car Loan,4561,0.087497962,37,Self-employed,High,704,Male,Married,Master,09-05-2021,20-05-2021,20-05-2021,19-07-2021,FALSE
CUST-00002877,LN00004870,Home Loan,27854,0.059010407,14,Self-employed,Low,804,Female,Single,PhD,09-03-2018,26-03-2018,01-04-2018,06-08-2018,FALSE
CUST-00004521,LN00002592,Home Loan,65505,0.085514739,51,Part-time,Medium,540,Female,Single,Bachelor,17-11-2020,20-11-2020,27-11-2020,22-02-2021,FALSE
CUST-00001712,LN00004284,Home Loan,53251,0.048499602,15,Full-time,High,743,Male,Single,Master,24-07-2020,21-08-2020,01-09-2020,30-12-2020,TRUE
CUST-00000056,LN00002184,Car Loan,23662,0.08938262,47,Self-employed,Low,733,Male,Married,High School,04-02-2019,11-02-2019,25-02-2019,12-04-2019,FALSE
CUST-00003363,LN00004262,Home Loan,9392,0.093278472,54,Full-time,Low,527,Male,Married,PhD,26-02-2018,11-03-2018,18-03-2018,14-08-2018,FALSE
CUST-00002860,LN00003549,Personal Loan,31535,0.071114661,12,Self-employed,Low,808,Male,Single,PhD,11-05-2021,09-06-2021,21-06-2021,12-08-2021,FALSE
CUST-00000807,LN00000245,Home Loan,79603,0.081853215,51,Self-employed,Medium,602,Male,Married,Master,21-07-2019,05-08-2019,10-08-2019,03-02-2020,TRUE
CUST-00003057,LN00001180,Car Loan,53256,0.109312362,58,Full-time,Low,333,Female,Divorced,Bachelor,11-01-2021,30-01-2021,05-02-2021,10-06-2021,FALSE
CUST-00004751,LN00004926,Personal Loan,90135,0.072413799,44,Part-time,Medium,301,Male,Single,PhD,10-09-2019,17-09-2019,24-09-2019,27-10-2019,TRUE
CUST-00001007,LN00001779,Education Loan,36222,0.064116386,18,Self-employed,Medium,661,Female,Single,Master,28-06-2021,02-07-2021,05-07-2021,15-10-2021,TRUE
CUST-00004104,LN00002536,Personal Loan,78373,0.102224951,22,Full-time,Low,494,Male,Divorced,Bachelor,08-12-2018,16-12-2018,23-12-2018,06-04-2019,TRUE
CUST-00001782,LN00000437,Car Loan,80575,0.109438808,38,Self-employed,Low,607,Male,Divorced,PhD,27-02-2019,28-02-2019,05-03-2019,22-05-2019,FALSE
CUST-00000990,LN00002271,Personal Loan,97354,0.080055435,25,Full-time,High,549,Female,Single,Master,15-03-2019,22-03-2019,02-04-2019,18-08-2019,FALSE
CUST-00003934,LN00001825,Home Loan,85651,0.095171946,33,Full-time,High,446,Female,Divorced,Bachelor,18-02-2019,24-02-2019,02-03-2019,26-04-2019,FALSE
CUST-00003165,LN00000794,Car Loan,64335,0.100122139,27,Self-employed,High,645,Male,Single,PhD,21-05-2020,07-06-2020,16-06-2020,16-08-2020,FALSE
CUST-00003370,LN00004269,Education Loan,11965,0.068862737,57,Part-time,Medium,647,Female,Married,PhD,13-05-2018,02-06-2018,15-06-2018,11-08-2018,TRUE
CUST-00002079,LN00001281,Home Loan,25538,0.072720412,23,Self-employed,Low,553,Female,Divorced,Bachelor,05-03-2019,26-03-2019,01-04-2019,20-06-2019,FALSE
CUST-00000378,LN00001739,Car Loan,71592,0.098463118,57,Self-employed,High,698,Male,Single,Bachelor,05-12-2019,13-12-2019,20-12-2019,24-02-2020,TRUE
CUST-00002378,LN00000450,Car Loan,99018,0.105275214,21,Part-time,Medium,633,Male,Single,Master,17-04-2022,27-04-2022,07-05-2022,01-08-2022,FALSE
CUST-00000282,LN00001955,Education Loan,9110,0.088443213,35,Part-time,High,475,Male,Single,PhD,22-06-2022,03-07-2022,16-07-2022,02-11-2022,FALSE
CUST-00004735,LN00000615,Education Loan,80309,0.066802785,57,Full-time,High,424,Female,Divorced,PhD,25-09-2018,02-10-2018,16-10-2018,25-01-2019,FALSE
CUST-00002920,LN00004322,Car Loan,28266,0.109805917,29,Full-time,Low,697,Male,Married,Master,17-04-2018,09-05-2018,13-05-2018,14-06-2018,TRUE
CUST-00004165,LN00000739,Education Loan,53992,0.072035437,33,Part-time,Low,430,Male,Married,PhD,07-03-2018,02-04-2018,03-04-2018,19-09-2018,TRUE
CUST-00003595,LN00001632,Education Loan,83948,0.074972933,20,Part-time,Medium,706,Female,Divorced,PhD,03-10-2020,19-10-2020,26-10-2020,15-03-2021,FALSE
CUST-00001839,LN00004172,Home Loan,99806,0.085135068,28,Self-employed,Low,633,Male,Single,PhD,11-12-2020,05-01-2021,05-01-2021,05-05-2021,FALSE
CUST-00004433,LN00003666,Car Loan,7910,0.103312406,49,Part-time,High,319,Female,Single,High School,12-12-2019,30-12-2019,13-01-2020,02-04-2020,FALSE
CUST-00002893,LN00000069,Personal Loan,91982,0.09280964,51,Self-employed,Medium,504,Female,Single,Bachelor,15-10-2018,15-10-2018,27-10-2018,13-04-2019,FALSE
CUST-00000215,LN00001875,Home Loan,1206,0.086222983,24,Self-employed,Medium,654,Male,Divorced,High School,20-08-2018,14-09-2018,26-09-2018,08-03-2019,FALSE
CUST-00004731,LN00000870,Car Loan,88054,0.086949328,48,Self-employed,Medium,472,Female,Divorced,High School,01-04-2021,22-04-2021,23-04-2021,09-10-2021,FALSE
CUST-00004519,LN00001394,Car Loan,88897,0.08065272,17,Part-time,Medium,488,Female,Single,Bachelor,18-06-2021,20-06-2021,24-06-2021,17-08-2021,FALSE
CUST-00002121,LN00003471,Home Loan,24419,0.088372093,32,Part-time,Low,301,Male,Single,High School,25-01-2019,07-02-2019,10-02-2019,06-04-2019,TRUE
CUST-00003794,LN00003192,Education Loan,51636,0.042056599,47,Self-employed,High,467,Female,Single,Master,11-11-2020,28-11-2020,09-12-2020,28-03-2021,FALSE
CUST-00002871,LN00003120,Personal Loan,51015,0.075550888,18,Part-time,Low,667,Male,Divorced,High School,30-12-2019,27-01-2020,06-02-2020,11-04-2020,FALSE
CUST-00000786,LN00002116,Personal Loan,55268,0.083619829,47,Full-time,Low,835,Male,Divorced,Master,18-11-2019,13-12-2019,14-12-2019,02-02-2020,FALSE
CUST-00000938,LN00003966,Car Loan,88939,0.062734789,36,Full-time,Medium,669,Male,Married,Bachelor,27-06-2020,28-06-2020,12-07-2020,28-09-2020,FALSE
CUST-00001690,LN00000377,Car Loan,19141,0.08579485,22,Self-employed,Low,736,Male,Single,PhD,20-12-2022,27-12-2022,30-12-2022,22-04-2023,FALSE
CUST-00003712,LN00002324,Personal Loan,81356,0.076932932,55,Part-time,Low,506,Male,Single,Bachelor,25-02-2022,13-03-2022,19-03-2022,13-08-2022,FALSE
CUST-00001257,LN00002816,Car Loan,72910,0.106332135,25,Full-time,High,348,Female,Married,Bachelor,04-09-2022,12-09-2022,16-09-2022,14-12-2022,FALSE
CUST-00003113,LN00001942,Personal Loan,57044,0.103595296,56,Self-employed,Medium,843,Female,Single,High School,05-06-2019,16-06-2019,30-06-2019,12-11-2019,FALSE
CUST-00004535,LN00000205,Education Loan,68214,0.073012916,40,Full-time,Low,428,Female,Married,Bachelor,28-12-2018,03-01-2019,15-01-2019,16-06-2019,FALSE
CUST-00001338,LN00000745,Personal Loan,34827,0.077737434,21,Self-employed,Medium,746,Male,Divorced,Bachelor,28-02-2018,28-02-2018,03-03-2018,20-04-2018,TRUE
CUST-00000270,LN00003137,Personal Loan,56820,0.078890787,59,Self-employed,High,334,Male,Married,Master,30-04-2019,20-05-2019,21-05-2019,05-11-2019,FALSE
CUST-00001491,LN00001550,Personal Loan,63623,0.073225108,16,Self-employed,Low,498,Male,Married,PhD,11-07-2022,31-07-2022,01-08-2022,16-11-2022,FALSE
CUST-00002122,LN00004421,Car Loan,82734,0.082925375,19,Full-time,High,376,Male,Divorced,High School,29-01-2021,11-02-2021,11-02-2021,20-06-2021,FALSE
CUST-00001681,LN00002426,Education Loan,76450,0.068625769,57,Self-employed,High,668,Female,Single,PhD,16-11-2022,17-11-2022,26-11-2022,05-05-2023,FALSE
CUST-00004770,LN00002865,Home Loan,94426,0.06304077,16,Self-employed,Medium,825,Female,Married,PhD,08-03-2020,24-03-2020,06-04-2020,10-09-2020,FALSE
CUST-00003854,LN00003974,Home Loan,23299,0.089340668,35,Full-time,Medium,648,Male,Married,PhD,06-12-2018,12-12-2018,17-12-2018,02-05-2019,FALSE
CUST-00000410,LN00004777,Personal Loan,44585,0.089442944,51,Self-employed,Medium,805,Male,Single,High School,01-05-2019,15-05-2019,20-05-2019,05-11-2019,TRUE
CUST-00001442,LN00000671,Car Loan,65044,0.067935264,37,Full-time,Low,537,Male,Married,Bachelor,20-11-2019,17-12-2019,20-12-2019,20-03-2020,FALSE
